"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 17 12:19:14 CST 2020","Fri Jul 17 12:19:14 CST 2020","250","tests","test_login_checkelements","Test_LoginPage","","","test_TC001_Verify_all_elements_in_login_page_are_displayed",""
